id_imagen,id_propiedad,nombre_archivo,formato,resolucion_megapixeles,resolucion_pixeles,tamano_kb,zona,anillo_vial,tipo_propiedad,label_ambiente,label_estado_conservacion,label_estado_numerico,camara,condicion_iluminacion,angulo_toma,fecha_captura,hora_captura,nitidez_score,brillo_score,contraste_score,tiene_marca_agua,tiene_personas_visibles,grietas_visibles,humedad_visible,pintura_deteriorada,instalaciones_expuestas,detalle_ambiente,split,peso_clase_ambiente,apto_entrenamiento
IMG-008866,SC-02089,SC-02089_Comedor_008866.jpeg,JPEG,50.6,1920x1080,4848,Hamacas,2,Casa,Comedor,Malo,3,Smartphone gama media,Natural abundante,Angular,2023-10-02,13:39,64.3,76.4,62.6,1,0,1,0,0,1,,val,0.0017,0
IMG-008867,SC-02071,SC-02071_Baño_008867.jpeg,JPEG,13.4,1920x1080,1927,Equipetrol Sur,3,Casa,Baño,Bueno,1,Cámara DSLR,Natural moderada,Contrapicado,2023-01-10,18:02,75.4,51.4,66.5,0,1,0,0,0,0,,val,0.001,1
IMG-008868,SC-02719,SC-02719_Garaje_008868.webp,WEBP,13.0,1920x1080,1938,Palermo,3,Casa,Garaje,Malo,3,Smartphone gama alta,Natural moderada,Contrapicado,2022-09-01,13:47,90.0,89.3,71.6,0,0,1,0,0,0,,train,0.0017,1
IMG-008869,SC-00770,SC-00770_Fachada_exterior_008869.jpeg,JPEG,9.0,1920x1080,24188,Palermo,3,Departamento,Fachada exterior,Regular,2,Smartphone gama media,Natural escasa,Detalle,2022-11-14,09:11,56.9,83.9,67.1,0,0,1,1,0,0,color:Ocre,val,0.0008,1
IMG-008870,SC-02157,SC-02157_Dormitorio_008870.jpeg,JPEG,17.4,1280x720,8930,Norte (Radial 26),4,Departamento,Dormitorio,Regular,2,Smartphone gama alta,Natural escasa,Angular,2023-05-11,15:43,88.7,78.8,76.2,0,0,1,0,0,0,,test,0.0006,1
IMG-008871,SC-01591,SC-01591_Garaje_008871.jpeg,JPEG,109.9,3840x2160,4441,Sur (Doble Vía La Guardia),4,Casa,Garaje,Malo,3,Smartphone gama alta,Natural escasa,Angular,2022-03-26,12:22,78.6,72.4,70.7,0,0,0,0,0,1,,test,0.0017,1
IMG-008872,SC-02442,SC-02442_Baño_008872.heic,HEIC,8.7,3840x2160,2391,Urbarí,2,Departamento,Baño,Bueno,1,Smartphone básico,Artificial cálida,Picado,2022-11-12,09:30,96.1,68.8,36.2,0,0,0,0,0,0,,train,0.001,1
IMG-008873,SC-02670,SC-02670_Piscina_Área_social_008873.heic,HEIC,48.8,1280x720,2286,Casco Viejo,1,Departamento,Piscina/Área social,Bueno,1,Smartphone gama media,Natural moderada,Angular,2023-11-01,15:20,92.4,67.8,35.1,0,0,0,0,0,0,area_social:si,test,0.0033,1
IMG-008874,SC-00791,SC-00791_Jardín_Patio_008874.png,PNG,51.5,1920x1080,42193,Equipetrol Sur,3,Terreno,Jardín/Patio,Bueno,1,Smartphone gama media,Natural moderada,Angular,2024-06-06,07:53,77.0,63.8,77.5,0,0,0,0,1,0,,train,0.0011,1
IMG-008875,SC-01612,SC-01612_Fachada_exterior_008875.jpeg,JPEG,65.0,3840x2160,2082,Norte (Radial 26),4,Casa,Fachada exterior,Bueno,1,Smartphone gama media,Natural escasa,Picado,2022-10-02,17:30,77.6,82.1,49.7,0,0,0,0,1,0,color:Ocre,train,0.0008,1
IMG-008876,SC-01021,SC-01021_Baño_008876.jpeg,JPEG,66.0,4000x3000,4270,Av. Paurito,5,Casa,Baño,Regular,2,Smartphone gama alta,Natural abundante,Frontal,2023-10-18,19:02,81.2,75.1,43.5,1,1,0,1,0,0,,train,0.001,0
IMG-008877,SC-01564,SC-01564_Jardín_Patio_008877.jpeg,JPEG,64.3,3840x2160,4301,Palermo,3,Local Comercial,Jardín/Patio,En construcción,4,Smartphone gama media,Mixta,Contrapicado,2023-10-08,14:16,64.1,76.5,57.0,1,0,1,0,0,1,,train,0.0011,0
IMG-008878,SC-01132,SC-01132_Sala_008878.jpeg,JPEG,12.1,3840x2160,15494,Las Palmas,2,Casa,Sala,Bueno,1,Drone,Natural abundante,Panorámica,2024-01-04,10:47,76.9,93.8,52.8,1,1,0,0,0,0,estilo:Clásico,train,0.0007,0
IMG-008879,SC-01764,SC-01764_Jardín_Patio_008879.jpeg,JPEG,9.1,1280x720,4496,Barrio Sirari,3,Casa,Jardín/Patio,Excelente,0,Smartphone gama alta,Natural escasa,Panorámica,2022-05-27,10:19,92.1,87.3,46.1,0,0,0,0,0,0,,val,0.0011,1
IMG-008880,SC-01365,SC-01365_Sala_008880.heic,HEIC,9.7,4000x3000,9421,Villa 1ro de Mayo,4,Departamento,Sala,Regular,2,Cámara DSLR,Natural moderada,Panorámica,2023-02-10,07:35,86.3,80.6,55.2,0,0,0,0,1,0,estilo:Moderno,train,0.0007,1
IMG-008881,SC-01160,SC-01160_Comedor_008881.jpeg,JPEG,48.8,2560x1440,8061,Warnes,6,Departamento,Comedor,Malo,3,Smartphone gama alta,Natural abundante,Detalle,2022-02-03,12:36,45.4,91.9,74.1,1,0,1,0,1,1,,train,0.0017,0
IMG-008882,SC-01536,SC-01536_Cocina_008882.heic,HEIC,64.3,1920x1080,2425,Barrio Sirari,3,Oficina,Cocina,Bueno,1,Smartphone gama media,Mixta,Picado,2023-12-03,15:57,79.1,76.2,85.5,0,1,0,0,0,0,,train,0.0008,1
IMG-008883,SC-00349,SC-00349_Baño_008883.jpeg,JPEG,64.5,1920x1080,5049,Av. Paurito,5,Oficina,Baño,Regular,2,Smartphone gama media,Artificial fría,Frontal,2022-06-11,07:17,70.7,87.3,77.4,0,0,1,1,0,0,,train,0.001,1
IMG-008884,SC-01987,SC-01987_Sala_008884.png,PNG,16.1,4000x3000,2710,El Trompillo,2,Terreno,Sala,Regular,2,Smartphone gama media,Natural moderada,Frontal,2022-07-14,19:33,91.0,66.1,51.9,1,0,1,0,0,0,estilo:Moderno,train,0.0007,0
IMG-008885,SC-00537,SC-00537_Sala_008885.jpeg,JPEG,51.1,1280x720,2483,Beni (zona norte),3,Casa,Sala,Regular,2,Smartphone básico,Natural abundante,Picado,2022-03-17,13:17,82.2,89.0,58.3,0,0,0,1,0,0,estilo:Clásico,val,0.0007,1
IMG-008886,SC-00469,SC-00469_Comedor_008886.jpeg,JPEG,12.0,3840x2160,3385,Equipetrol Sur,3,Departamento,Comedor,Bueno,1,Cámara DSLR,Natural moderada,Contrapicado,2022-07-10,09:56,90.5,40.4,34.8,0,0,0,0,1,0,,train,0.0017,1
IMG-008887,SC-00297,SC-00297_Comedor_008887.png,PNG,17.5,3840x2160,4259,Av. Paurito,5,Local Comercial,Comedor,Malo,3,Smartphone gama alta,Natural moderada,Picado,2023-11-22,16:57,76.5,96.9,43.9,0,0,1,0,0,1,,train,0.0017,1
IMG-008888,SC-00919,SC-00919_Estudio_Oficina_008888.jpeg,JPEG,49.2,1280x720,7291,Hamacas,2,Terreno,Estudio/Oficina,Regular,2,Smartphone gama media,Artificial fría,Contrapicado,2022-07-15,10:12,66.2,69.8,36.4,1,1,0,0,0,0,,train,0.0025,0
IMG-008889,SC-01934,SC-01934_Jardín_Patio_008889.heic,HEIC,64.4,1920x1080,1984,Av. Paurito,5,Departamento,Jardín/Patio,Regular,2,Cámara mirrorless,Natural moderada,Detalle,2022-04-28,08:04,95.0,69.3,60.1,0,0,0,1,0,0,,train,0.0011,1
IMG-008890,SC-02541,SC-02541_Dormitorio_008890.jpeg,JPEG,48.8,3840x2160,4719,Warnes,6,Departamento,Dormitorio,Malo,3,Smartphone básico,Artificial fría,Contrapicado,2022-01-31,17:09,81.4,75.4,78.4,0,1,0,0,1,1,,train,0.0006,1
IMG-008891,SC-00579,SC-00579_Dormitorio_008891.png,PNG,49.5,4000x3000,4806,Av. Cristo Redentor,3,Casa,Dormitorio,Bueno,1,Smartphone gama media,Natural moderada,Panorámica,2024-02-08,11:06,92.0,73.9,83.6,0,1,0,0,1,0,,train,0.0006,1
IMG-008892,SC-00406,SC-00406_Sala_008892.webp,WEBP,49.5,2560x1440,8120,Las Palmas,2,Local Comercial,Sala,En construcción,4,Smartphone gama media,Natural moderada,Detalle,2023-06-18,11:19,75.7,60.2,62.8,0,0,1,0,1,1,estilo:Moderno,train,0.0007,1
IMG-008893,SC-00629,SC-00629_Terraza_Balcón_008893.heic,HEIC,17.3,3840x2160,6570,Las Palmas,2,Casa,Terraza/Balcón,Regular,2,Smartphone gama media,Mixta,Detalle,2024-05-14,16:53,85.3,61.3,81.3,0,0,0,1,1,0,,train,0.0025,1
IMG-008894,SC-02020,SC-02020_Cocina_008894.png,PNG,12.5,3840x2160,2677,Los Pozos,3,Departamento,Cocina,Regular,2,Smartphone básico,Natural moderada,Angular,2024-06-18,11:56,88.9,57.8,79.1,0,0,0,0,0,0,,train,0.0008,1
IMG-008895,SC-01690,SC-01690_Dormitorio_008895.jpeg,JPEG,51.4,1280x720,7953,Barrio Sirari,3,Oficina,Dormitorio,Malo,3,Smartphone gama media,Natural moderada,Angular,2022-09-14,08:50,64.4,80.5,65.3,1,0,0,0,1,1,,train,0.0006,0
IMG-008896,SC-01877,SC-01877_Sala_008896.heic,HEIC,8.4,3840x2160,8261,Av. Banzer (norte),4,Local Comercial,Sala,Regular,2,Cámara mirrorless,Natural abundante,Panorámica,2022-08-28,19:42,87.2,74.2,55.9,0,0,0,0,0,0,estilo:Clásico,test,0.0007,1
IMG-008897,SC-01121,SC-01121_Dormitorio_008897.heic,HEIC,49.0,3840x2160,26363,Warnes,6,Departamento,Dormitorio,Bueno,1,Smartphone gama alta,Artificial cálida,Angular,2023-03-06,18:15,84.3,73.3,85.8,1,0,0,0,0,0,,train,0.0006,0
IMG-008898,SC-00420,SC-00420_Garaje_008898.png,PNG,48.6,3840x2160,3544,Equipetrol Sur,3,Oficina,Garaje,Bueno,1,Cámara mirrorless,Natural abundante,Detalle,2023-07-23,19:58,96.5,35.2,69.5,1,0,0,0,1,0,,train,0.0017,0
IMG-008899,SC-02424,SC-02424_Dormitorio_008899.heic,HEIC,48.6,4000x3000,1906,Barrio Sirari,3,Local Comercial,Dormitorio,Regular,2,Drone,Natural moderada,Detalle,2022-03-30,08:21,86.9,90.9,45.7,1,0,0,0,0,0,,val,0.0006,0
IMG-008900,SC-00906,SC-00906_Terraza_Balcón_008900.webp,WEBP,49.2,1280x720,5258,Casco Viejo,1,Departamento,Terraza/Balcón,Bueno,1,Cámara mirrorless,Natural abundante,Contrapicado,2024-02-08,10:08,80.7,80.4,83.3,0,0,0,0,0,0,,train,0.0025,1
IMG-008901,SC-00769,SC-00769_Fachada_exterior_008901.heic,HEIC,49.3,1920x1080,3221,Sur (Doble Vía La Guardia),4,Departamento,Fachada exterior,Regular,2,Cámara DSLR,Artificial fría,Angular,2024-02-11,08:24,85.2,89.5,90.7,0,0,0,0,0,0,color:Blanco,train,0.0008,1
IMG-008902,SC-01286,SC-01286_Sala_008902.jpeg,JPEG,49.7,1920x1080,6058,Av. Banzer (norte),4,Terreno,Sala,Bueno,1,Smartphone gama media,Natural escasa,Detalle,2023-04-14,09:26,91.7,49.8,82.5,1,0,0,0,0,0,estilo:Rústico,train,0.0007,0
IMG-008903,SC-02696,SC-02696_Dormitorio_008903.webp,WEBP,49.1,1280x720,49104,Urbarí,2,Departamento,Dormitorio,Bueno,1,Smartphone básico,Artificial fría,Contrapicado,2023-04-28,12:42,65.4,94.0,51.3,0,0,0,0,0,0,,train,0.0006,1
IMG-008904,SC-02543,SC-02543_Terraza_Balcón_008904.png,PNG,49.5,3840x2160,10310,Av. Paurito,5,Departamento,Terraza/Balcón,Bueno,1,Smartphone gama media,Mixta,Picado,2022-11-20,15:44,75.6,83.3,60.1,0,0,0,0,0,0,,train,0.0025,1
IMG-008905,SC-02328,SC-02328_Escalera_008905.png,PNG,65.3,1920x1080,2836,Los Pozos,3,Casa,Escalera,Bueno,1,Cámara DSLR,Natural moderada,Angular,2022-11-18,07:19,97.3,81.7,46.1,0,0,0,0,1,0,,train,0.0033,1
IMG-008906,SC-02447,SC-02447_Estudio_Oficina_008906.heic,HEIC,13.3,1920x1080,8773,Villa 1ro de Mayo,4,Duplex,Estudio/Oficina,Malo,3,Cámara DSLR,Natural abundante,Panorámica,2023-02-06,09:56,74.2,62.0,41.7,0,0,0,0,0,1,,val,0.0025,1
IMG-008907,SC-01592,SC-01592_Sala_008907.heic,HEIC,13.5,2560x1440,26299,Av. Paurito,5,Terreno,Sala,Bueno,1,Cámara mirrorless,Natural abundante,Panorámica,2024-01-15,18:39,73.6,84.6,54.7,0,0,0,0,0,0,estilo:Clásico,val,0.0007,1
IMG-008908,SC-01823,SC-01823_Cocina_008908.heic,HEIC,48.6,2560x1440,1087,Los Pozos,3,Casa,Cocina,Regular,2,Smartphone gama media,Natural abundante,Contrapicado,2022-01-01,07:30,62.3,75.4,69.8,1,0,0,0,0,0,,train,0.0008,0
IMG-008909,SC-02356,SC-02356_Terraza_Balcón_008909.png,PNG,109.1,3840x2160,1825,Norte (Radial 26),4,Departamento,Terraza/Balcón,Bueno,1,Smartphone gama media,Natural abundante,Panorámica,2022-08-17,12:49,84.9,41.8,84.0,0,0,0,0,0,0,,test,0.0025,1
IMG-008910,SC-01868,SC-01868_Cocina_008910.png,PNG,50.4,1920x1080,3642,Av. Banzer (norte),4,Local Comercial,Cocina,Excelente,0,Smartphone gama alta,Natural escasa,Detalle,2023-06-02,11:35,85.5,73.8,48.0,0,0,0,0,0,0,,train,0.0008,1
IMG-008911,SC-02070,SC-02070_Fachada_exterior_008911.jpeg,JPEG,109.2,1920x1080,7680,Equipetrol Norte,3,Duplex,Fachada exterior,Regular,2,Smartphone gama media,Artificial fría,Contrapicado,2024-02-06,09:17,91.4,95.6,81.2,0,0,1,1,1,0,color:Azul,val,0.0008,1
IMG-008912,SC-01503,SC-01503_Cocina_008912.jpeg,JPEG,50.4,2560x1440,23236,Cotoca (periurbano),6,Local Comercial,Cocina,Malo,3,Smartphone gama media,Natural moderada,Detalle,2022-05-31,07:00,81.5,89.2,81.0,0,0,1,0,0,0,,train,0.0008,1
IMG-008913,SC-01725,SC-01725_Sala_008913.jpeg,JPEG,16.8,4000x3000,11279,Norte (Radial 26),4,Casa,Sala,Malo,3,Smartphone gama alta,Artificial cálida,Angular,2023-03-16,18:53,45.6,67.8,56.2,1,0,1,0,0,1,estilo:Moderno,test,0.0007,0
IMG-008914,SC-02560,SC-02560_Garaje_008914.png,PNG,109.8,4000x3000,2380,Norte (Radial 26),4,Departamento,Garaje,Bueno,1,Smartphone gama alta,Mixta,Contrapicado,2024-04-12,15:57,83.0,58.2,54.4,0,0,0,0,0,0,,train,0.0017,1
IMG-008915,SC-02271,SC-02271_Sala_008915.jpeg,JPEG,48.2,2560x1440,11475,Beni (zona norte),3,Oficina,Sala,Bueno,1,Cámara DSLR,Natural escasa,Frontal,2024-02-16,13:12,89.3,88.0,74.3,0,0,0,0,1,0,estilo:Clásico,train,0.0007,1
IMG-008916,SC-02168,SC-02168_Dormitorio_008916.jpeg,JPEG,64.0,4000x3000,5683,Plan 3000,4,Casa,Dormitorio,Bueno,1,Smartphone gama media,Mixta,Picado,2022-07-06,19:25,76.1,86.0,44.3,0,0,0,0,0,0,,train,0.0006,1
IMG-008917,SC-01092,SC-01092_Baño_008917.webp,WEBP,48.2,1280x720,6111,Norte (Radial 26),4,Departamento,Baño,Bueno,1,Smartphone gama media,Natural escasa,Contrapicado,2022-12-08,18:12,74.1,55.4,79.8,1,0,0,0,1,0,,test,0.001,0
IMG-008918,SC-00649,SC-00649_Comedor_008918.heic,HEIC,65.1,3840x2160,2692,Av. Banzer (norte),4,Terreno,Comedor,Excelente,0,Smartphone gama media,Natural escasa,Picado,2022-02-19,18:54,88.7,50.6,52.9,0,0,0,0,0,0,,train,0.0017,1
IMG-008919,SC-00830,SC-00830_Garaje_008919.heic,HEIC,109.2,1920x1080,11162,Sur (Doble Vía La Guardia),4,Departamento,Garaje,Excelente,0,Cámara DSLR,Natural escasa,Panorámica,2022-04-06,18:41,80.6,86.6,71.1,0,0,0,0,0,0,,train,0.0017,1
IMG-008920,SC-02054,SC-02054_Fachada_exterior_008920.webp,WEBP,48.5,1920x1080,3238,Villa 1ro de Mayo,4,Departamento,Fachada exterior,Bueno,1,Smartphone gama alta,Natural abundante,Picado,2022-03-29,07:07,82.9,79.8,61.1,0,0,0,0,0,0,color:Azul,train,0.0008,1
IMG-008921,SC-02197,SC-02197_Baño_008921.jpeg,JPEG,12.2,4000x3000,9553,Hamacas,2,Local Comercial,Baño,Malo,3,Smartphone gama media,Natural escasa,Angular,2024-05-08,19:01,78.1,82.1,92.9,0,0,1,1,0,0,,train,0.001,1
IMG-008922,SC-00838,SC-00838_Piscina_Área_social_008922.heic,HEIC,51.8,3840x2160,2605,Villa 1ro de Mayo,4,Terreno,Piscina/Área social,Regular,2,Smartphone gama alta,Mixta,Panorámica,2022-08-27,19:55,94.8,90.1,32.0,0,0,0,1,0,0,area_social:si,train,0.0033,1
IMG-008923,SC-02899,SC-02899_Sala_008923.webp,WEBP,48.4,3840x2160,15661,Av. Banzer (norte),4,Departamento,Sala,En construcción,4,Cámara DSLR,Natural abundante,Panorámica,2023-12-09,07:50,61.7,48.9,80.5,0,0,1,0,1,1,estilo:Clásico,test,0.0007,1
IMG-008924,SC-02649,SC-02649_Escalera_008924.png,PNG,51.4,2560x1440,525,Beni (zona norte),3,Casa,Escalera,Malo,3,Drone,Mixta,Panorámica,2022-01-28,15:38,54.2,90.1,61.9,0,0,1,0,0,0,,train,0.0033,1
IMG-008925,SC-00405,SC-00405_Dormitorio_008925.jpeg,JPEG,48.1,1920x1080,4312,Barrio Sirari,3,Casa,Dormitorio,Bueno,1,Cámara DSLR,Mixta,Picado,2023-04-02,15:37,61.3,54.3,50.9,0,0,0,0,0,0,,train,0.0006,1
IMG-008926,SC-00717,SC-00717_Dormitorio_008926.heic,HEIC,16.3,1920x1080,1828,Plan 3000,4,Casa,Dormitorio,Regular,2,Smartphone gama alta,Artificial fría,Picado,2024-05-24,10:30,90.6,72.3,67.7,0,0,1,0,0,0,,train,0.0006,1
IMG-008927,SC-02813,SC-02813_Dormitorio_008927.jpeg,JPEG,49.7,4000x3000,18351,Hamacas,2,Oficina,Dormitorio,Malo,3,Cámara mirrorless,Natural moderada,Detalle,2022-02-04,16:20,88.8,81.7,66.6,1,1,1,0,1,1,,train,0.0006,0
IMG-008928,SC-02093,SC-02093_Jardín_Patio_008928.jpeg,JPEG,12.1,3840x2160,15636,Urbarí,2,Departamento,Jardín/Patio,Bueno,1,Smartphone gama alta,Artificial fría,Picado,2022-10-28,11:15,67.8,67.7,77.5,0,0,0,0,0,0,,train,0.0011,1
IMG-008929,SC-01044,SC-01044_Baño_008929.heic,HEIC,12.3,3840x2160,3516,Av. Banzer (norte),4,Departamento,Baño,Bueno,1,Smartphone gama alta,Natural moderada,Contrapicado,2022-01-10,15:45,55.7,70.0,47.0,0,1,0,0,0,0,,train,0.001,1
IMG-008930,SC-02728,SC-02728_Dormitorio_008930.jpeg,JPEG,49.7,1920x1080,1882,Casco Viejo,1,Penthouse,Dormitorio,Bueno,1,Smartphone gama alta,Natural abundante,Detalle,2022-02-26,09:32,78.7,90.4,53.3,1,0,0,0,0,0,,train,0.0006,0
IMG-008931,SC-01112,SC-01112_Sala_008931.jpeg,JPEG,51.2,1920x1080,4202,Palermo,3,Departamento,Sala,Regular,2,Smartphone gama alta,Artificial cálida,Picado,2023-10-26,19:28,77.2,91.0,77.2,0,0,1,0,0,0,estilo:Moderno,test,0.0007,1
IMG-008932,SC-01534,SC-01534_Fachada_exterior_008932.jpeg,JPEG,65.8,1280x720,1457,Barrio Sirari,3,Terreno,Fachada exterior,Regular,2,Cámara mirrorless,Natural abundante,Picado,2022-07-28,16:53,94.7,76.7,56.3,0,0,1,0,1,0,color:Blanco,train,0.0008,1
IMG-008933,SC-01103,SC-01103_Cocina_008933.jpeg,JPEG,64.3,1920x1080,11654,Plan 3000,4,Casa,Cocina,Excelente,0,Smartphone gama media,Artificial fría,Detalle,2023-10-07,17:59,81.5,63.4,63.1,0,0,0,0,0,0,,train,0.0008,1
IMG-008934,SC-00529,SC-00529_Jardín_Patio_008934.heic,HEIC,8.8,4000x3000,2446,Av. Cristo Redentor,3,Casa,Jardín/Patio,Regular,2,Smartphone gama alta,Natural moderada,Contrapicado,2024-05-19,07:45,56.3,87.8,59.9,0,0,1,0,1,0,,train,0.0011,1
IMG-008935,SC-01174,SC-01174_Cocina_008935.jpeg,JPEG,13.6,1920x1080,10175,Urbarí,2,Casa,Cocina,Bueno,1,Smartphone gama media,Artificial fría,Frontal,2023-02-16,16:52,66.6,73.7,42.0,0,0,0,0,1,0,,train,0.0008,1
IMG-008936,SC-01085,SC-01085_Jardín_Patio_008936.heic,HEIC,12.5,4000x3000,8470,Av. Banzer (norte),4,Casa,Jardín/Patio,Excelente,0,Smartphone gama media,Natural abundante,Picado,2022-04-05,15:50,90.4,54.9,52.3,0,0,0,0,0,0,,test,0.0011,1
IMG-008937,SC-00734,SC-00734_Jardín_Patio_008937.heic,HEIC,9.1,3840x2160,6743,Barrio Sirari,3,Departamento,Jardín/Patio,Malo,3,Cámara DSLR,Natural escasa,Frontal,2022-12-06,18:43,75.1,93.6,82.1,0,1,0,0,0,1,,train,0.0011,1
IMG-008938,SC-01894,SC-01894_Sala_008938.jpeg,JPEG,108.2,1920x1080,4244,Cotoca (periurbano),6,Casa,Sala,Bueno,1,Cámara DSLR,Natural moderada,Panorámica,2022-10-20,15:34,94.0,77.7,79.1,0,0,0,0,0,0,estilo:Moderno,train,0.0007,1
IMG-008939,SC-01321,SC-01321_Sala_008939.jpeg,JPEG,109.8,4000x3000,16886,Equipetrol Norte,3,Departamento,Sala,Excelente,0,Smartphone gama alta,Artificial cálida,Contrapicado,2022-10-11,18:46,97.2,85.4,82.7,1,0,0,0,0,0,estilo:Moderno,test,0.0007,0
IMG-008940,SC-01976,SC-01976_Cocina_008940.jpeg,JPEG,12.1,1920x1080,5444,Los Pozos,3,Local Comercial,Cocina,En construcción,4,Smartphone gama alta,Natural escasa,Panorámica,2023-06-12,16:16,66.7,71.2,54.3,0,0,0,0,1,1,,val,0.0008,1
IMG-008941,SC-01773,SC-01773_Dormitorio_008941.jpeg,JPEG,50.0,2560x1440,4671,Los Pozos,3,Departamento,Dormitorio,Regular,2,Cámara DSLR,Mixta,Panorámica,2023-08-16,07:23,73.5,81.8,45.7,0,0,1,0,1,0,,train,0.0006,1
IMG-008942,SC-02584,SC-02584_Garaje_008942.heic,HEIC,50.8,3840x2160,4150,El Trompillo,2,Departamento,Garaje,Regular,2,Cámara DSLR,Natural escasa,Frontal,2023-08-19,08:33,81.6,60.8,79.4,0,0,1,1,1,0,,train,0.0017,1
IMG-008943,SC-00597,SC-00597_Dormitorio_008943.jpeg,JPEG,64.4,1280x720,3453,Barrio Sirari,3,Oficina,Dormitorio,Regular,2,Smartphone básico,Natural moderada,Panorámica,2022-12-14,19:35,83.9,83.2,71.7,0,0,1,1,1,0,,train,0.0006,1
IMG-008944,SC-00490,SC-00490_Dormitorio_008944.heic,HEIC,17.0,1280x720,6668,Urbarí,2,Casa,Dormitorio,Regular,2,Smartphone gama media,Artificial cálida,Panorámica,2023-05-12,07:21,60.2,85.3,73.8,0,0,1,1,1,0,,test,0.0006,1
IMG-008945,SC-00313,SC-00313_Fachada_exterior_008945.jpeg,JPEG,12.9,2560x1440,13280,Norte (Radial 26),4,Departamento,Fachada exterior,En construcción,4,Smartphone gama alta,Natural moderada,Contrapicado,2022-12-24,08:01,70.4,52.5,42.6,0,0,1,0,0,1,color:Blanco,train,0.0008,1
IMG-008946,SC-00188,SC-00188_Fachada_exterior_008946.png,PNG,51.9,3840x2160,7631,Villa 1ro de Mayo,4,Terreno,Fachada exterior,Excelente,0,Drone,Natural escasa,Angular,2022-05-01,09:13,66.6,98.7,84.4,0,0,0,0,0,0,color:Verde,train,0.0008,1
IMG-008947,SC-02163,SC-02163_Escalera_008947.heic,HEIC,65.9,1920x1080,3468,Av. Cristo Redentor,3,Casa,Escalera,Regular,2,Cámara DSLR,Artificial cálida,Frontal,2023-09-01,14:48,78.4,71.9,60.5,0,0,0,1,0,0,,train,0.0033,1
IMG-008948,SC-01291,SC-01291_Sala_008948.heic,HEIC,51.1,4000x3000,26708,Villa 1ro de Mayo,4,Local Comercial,Sala,Malo,3,Smartphone gama media,Artificial fría,Frontal,2023-11-19,19:29,65.7,70.8,45.0,0,0,1,0,0,1,estilo:Clásico,test,0.0007,1
IMG-008949,SC-01406,SC-01406_Fachada_exterior_008949.heic,HEIC,65.0,2560x1440,19113,Las Palmas,2,Local Comercial,Fachada exterior,Bueno,1,Smartphone gama media,Mixta,Panorámica,2023-01-26,09:38,81.8,53.7,82.4,0,0,0,0,1,0,color:Azul,train,0.0008,1
IMG-008950,SC-01242,SC-01242_Cocina_008950.jpeg,JPEG,51.6,4000x3000,4772,Cotoca (periurbano),6,Terreno,Cocina,Regular,2,Drone,Natural abundante,Angular,2022-11-06,14:31,78.0,59.9,48.8,0,0,0,0,0,0,,test,0.0008,1
IMG-008951,SC-00450,SC-00450_Baño_008951.jpeg,JPEG,13.3,1920x1080,7750,Barrio Sirari,3,Casa,Baño,En construcción,4,Smartphone gama media,Natural escasa,Panorámica,2023-01-12,07:16,80.7,92.4,69.5,0,0,0,0,1,0,,train,0.001,1
IMG-008952,SC-00927,SC-00927_Jardín_Patio_008952.jpeg,JPEG,48.9,1920x1080,2881,Cotoca (periurbano),6,Casa,Jardín/Patio,Bueno,1,Cámara DSLR,Artificial cálida,Frontal,2022-05-01,11:37,96.8,72.2,58.1,0,0,0,0,1,0,,train,0.0011,1
IMG-008953,SC-00812,SC-00812_Sala_008953.jpeg,JPEG,64.5,4000x3000,2124,Norte (Radial 26),4,Oficina,Sala,Bueno,1,Cámara DSLR,Natural escasa,Panorámica,2024-04-23,10:06,65.1,65.1,28.0,1,0,0,0,0,0,estilo:Clásico,train,0.0007,0
IMG-008954,SC-02022,SC-02022_Cocina_008954.heic,HEIC,49.6,3840x2160,2488,Av. Banzer (norte),4,Oficina,Cocina,Regular,2,Smartphone gama media,Artificial cálida,Angular,2022-09-14,10:03,75.7,74.3,85.4,1,0,0,1,0,0,,val,0.0008,0
IMG-008955,SC-02859,SC-02859_Dormitorio_008955.heic,HEIC,49.1,1920x1080,7017,Av. Paurito,5,Local Comercial,Dormitorio,Bueno,1,Smartphone gama media,Natural moderada,Contrapicado,2023-08-30,08:17,85.8,85.4,69.2,0,1,0,0,0,0,,test,0.0006,1
IMG-008956,SC-00192,SC-00192_Dormitorio_008956.jpeg,JPEG,50.0,4000x3000,6549,Av. Banzer (norte),4,Oficina,Dormitorio,Bueno,1,Smartphone gama media,Natural abundante,Panorámica,2022-09-21,10:26,77.6,87.3,80.1,0,0,0,0,1,0,,test,0.0006,1
IMG-008957,SC-02983,SC-02983_Baño_008957.png,PNG,48.6,3840x2160,746,Equipetrol Sur,3,Terreno,Baño,Bueno,1,Smartphone gama alta,Artificial fría,Contrapicado,2022-10-14,15:00,81.3,86.0,91.8,1,0,0,0,0,0,,train,0.001,0
IMG-008958,SC-00504,SC-00504_Jardín_Patio_008958.heic,HEIC,64.8,1280x720,2413,Los Pozos,3,Casa,Jardín/Patio,Bueno,1,Smartphone gama alta,Natural abundante,Frontal,2022-11-25,19:01,89.6,71.5,50.0,0,0,0,0,0,0,,train,0.0011,1
